samID,ItemID,DataID,N_RivID,N_SiteID,Continent,Country,Primer,Year,Month,SR,ID,SeqID,nASVs_B,nASVs_C,nASVs_E,nASVs_G,nSpes_B,nSpes_C,nSpes_E,nSpes_G
I089_S008,I089,D031,NR039,S008,Asia,Japan,MiFish,2014,9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S009,I089,D031,NR039,S009,Asia,Japan,MiFish,2014,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S010,I089,D031,NR039,S010,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S011,I089,D031,NR039,S011,Asia,Japan,MiFish,2014,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S012,I089,D031,NR039,S012,Asia,Japan,MiFish,2014,9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S013,I089,D031,NR039,S013,Asia,Japan,MiFish,2014,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S014,I089,D031,NR039,S014,Asia,Japan,MiFish,2014,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S015,I089,D031,NR039,S015,Asia,Japan,MiFish,2014,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S016,I089,D031,NR039,S016,Asia,Japan,MiFish,2014,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S017,I089,D031,NR039,S017,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S018,I089,D031,NR039,S018,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S019,I089,D031,NR039,S019,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S020,I089,D031,NR039,S020,Asia,Japan,MiFish,2014,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S021,I089,D031,NR039,S021,Asia,Japan,MiFish,2014,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S022,I089,D031,NR039,S022,Asia,Japan,MiFish,2014,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S023,I089,D031,NR039,S023,Asia,Japan,MiFish,2014,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S024,I089,D031,NR039,S024,Asia,Japan,MiFish,2014,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S025,I089,D031,NR039,S025,Asia,Japan,MiFish,2014,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S026,I089,D031,NR039,S026,Asia,Japan,MiFish,2014,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S027,I089,D031,NR039,S027,Asia,Japan,MiFish,2014,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S028,I089,D031,NR039,S028,Asia,Japan,MiFish,2014,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S029,I089,D031,NR039,S029,Asia,Japan,MiFish,2014,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S030,I089,D031,NR039,S030,Asia,Japan,MiFish,2014,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S031,I089,D031,NR039,S031,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S032,I089,D031,NR039,S032,Asia,Japan,MiFish,2014,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S033,I089,D031,NR039,S033,Asia,Japan,MiFish,2014,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S034,I089,D031,NR039,S034,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S035,I089,D031,NR039,S035,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S036,I089,D031,NR039,S036,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S037,I089,D031,NR039,S037,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S038,I089,D031,NR039,S038,Asia,Japan,MiFish,2014,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S039,I089,D031,NR039,S039,Asia,Japan,MiFish,2014,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S040,I089,D031,NR039,S040,Asia,Japan,MiFish,2014,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S041,I089,D031,NR039,S041,Asia,Japan,MiFish,2014,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S042,I089,D031,NR039,S042,Asia,Japan,MiFish,2014,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S043,I089,D031,NR039,S043,Asia,Japan,MiFish,2014,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S044,I089,D031,NR039,S044,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S045,I089,D031,NR039,S045,Asia,Japan,MiFish,2014,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S046,I089,D031,NR039,S046,Asia,Japan,MiFish,2014,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S047,I089,D031,NR039,S047,Asia,Japan,MiFish,2014,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S048,I089,D031,NR039,S048,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S049,I089,D031,NR039,S049,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S050,I089,D031,NR039,S050,Asia,Japan,MiFish,2014,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S051,I089,D031,NR039,S051,Asia,Japan,MiFish,2014,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S052,I089,D031,NR039,S052,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S053,I089,D031,NR039,S053,Asia,Japan,MiFish,2014,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S054,I089,D031,NR039,S054,Asia,Japan,MiFish,2014,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S055,I089,D031,NR039,S055,Asia,Japan,MiFish,2014,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S056,I089,D031,NR039,S056,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S057,I089,D031,NR039,S057,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S058,I089,D031,NR039,S058,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S059,I089,D031,NR039,S059,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S060,I089,D031,NR039,S060,Asia,Japan,MiFish,2014,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S061,I089,D031,NR039,S061,Asia,Japan,MiFish,2014,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S062,I089,D031,NR039,S062,Asia,Japan,MiFish,2014,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S063,I089,D031,NR039,S063,Asia,Japan,MiFish,2014,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S064,I089,D031,NR039,S064,Asia,Japan,MiFish,2014,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S065,I089,D031,NR039,S065,Asia,Japan,MiFish,2014,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S066,I089,D031,NR039,S066,Asia,Japan,MiFish,2014,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S067,I089,D031,NR039,S067,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S068,I089,D031,NR039,S068,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S069,I089,D031,NR039,S069,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S070,I089,D031,NR039,S070,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S071,I089,D031,NR039,S071,Asia,Japan,MiFish,2014,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S072,I089,D031,NR039,S072,Asia,Japan,MiFish,2014,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S073,I089,D031,NR039,S073,Asia,Japan,MiFish,2014,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S074,I089,D031,NR039,S074,Asia,Japan,MiFish,2014,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S075,I089,D031,NR039,S075,Asia,Japan,MiFish,2014,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S076,I089,D031,NR039,S076,Asia,Japan,MiFish,2014,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S077,I089,D031,NR039,S077,Asia,Japan,MiFish,2014,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S078,I089,D031,NR039,S078,Asia,Japan,MiFish,2014,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S079,I089,D031,NR039,S079,Asia,Japan,MiFish,2014,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S080,I089,D031,NR039,S080,Asia,Japan,MiFish,2014,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S081,I089,D031,NR039,S081,Asia,Japan,MiFish,2014,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S082,I089,D031,NR039,S082,Asia,Japan,MiFish,2014,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S083,I089,D031,NR039,S083,Asia,Japan,MiFish,2014,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I089_S084,I089,D031,NR039,S084,Asia,Japan,MiFish,2014,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I090_S001,I090,D031,NR029,S001,Asia,Japan,MiFish,2014,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I091_S001,I091,D031,NR030,S001,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I091_S002,I091,D031,NR030,S002,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I092_S001,I092,D031,NR031,S001,Asia,Japan,MiFish,2014,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I093_S001,I093,D031,NR032,S001,Asia,Japan,MiFish,2014,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I093_S002,I093,D031,NR032,S002,Asia,Japan,MiFish,2014,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I094_S001,I094,D031,NR033,S001,Asia,Japan,MiFish,2014,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I094_S002,I094,D031,NR033,S002,Asia,Japan,MiFish,2014,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I095_S001,I095,D031,NR034,S001,Asia,Japan,MiFish,2014,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I096_S001,I096,D032,NR040,S001,Europe,France,Teleo,2017,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I096_S002,I096,D032,NR040,S002,Europe,France,Teleo,2017,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I096_S003,I096,D032,NR040,S003,Europe,France,Teleo,2017,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I096_S004,I096,D032,NR040,S004,Europe,France,Teleo,2017,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I096_S005,I096,D032,NR040,S005,Europe,France,Teleo,2017,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I096_S006,I096,D032,NR040,S006,Europe,France,Teleo,2017,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I096_S007,I096,D032,NR040,S007,Europe,France,Teleo,2017,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I096_S008,I096,D032,NR040,S008,Europe,France,Teleo,2017,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I096_S009,I096,D032,NR040,S009,Europe,France,Teleo,2017,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I097_S001,I097,D032,NR040,S001,Europe,France,Teleo,2018,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I097_S002,I097,D032,NR040,S002,Europe,France,Teleo,2018,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I097_S003,I097,D032,NR040,S003,Europe,France,Teleo,2018,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I097_S004,I097,D032,NR040,S004,Europe,France,Teleo,2018,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I097_S005,I097,D032,NR040,S005,Europe,France,Teleo,2018,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I097_S006,I097,D032,NR040,S006,Europe,France,Teleo,2018,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I097_S007,I097,D032,NR040,S007,Europe,France,Teleo,2018,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I097_S008,I097,D032,NR040,S008,Europe,France,Teleo,2018,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I097_S009,I097,D032,NR040,S009,Europe,France,Teleo,2018,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I098_S001,I098,D033,NR041,S001,Europe,France,Teleo,Multiple,Multiple,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I098_S002,I098,D033,NR041,S002,Europe,France,Teleo,Multiple,Multiple,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I098_S003,I098,D033,NR041,S003,Europe,France,Teleo,Multiple,Multiple,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S001,I100,D035,NR042,S001,South_America,Colombia,Riaz01,2019,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S002,I100,D035,NR042,S002,South_America,Colombia,Riaz01,2019,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S003,I100,D035,NR042,S003,South_America,Colombia,Riaz01,2019,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S004,I100,D035,NR042,S004,South_America,Colombia,Riaz01,2019,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S005,I100,D035,NR042,S005,South_America,Colombia,Riaz01,2019,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S006,I100,D035,NR042,S006,South_America,Colombia,Riaz01,2019,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S007,I100,D035,NR042,S007,South_America,Colombia,Riaz01,2019,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S008,I100,D035,NR042,S008,South_America,Colombia,Riaz01,2019,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S009,I100,D035,NR042,S009,South_America,Colombia,Riaz01,2019,7,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I100_S010,I100,D035,NR042,S010,South_America,Colombia,Riaz01,2019,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I101_S001,I101,D036,NR043,S001,Oceania,New Zealand,V16S03,2020,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I102_S001,I102,D036,NR044,S001,Oceania,New Zealand,V16S03,2020,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I103_S001,I103,D036,NR047,S001,Oceania,New Zealand,V16S03,2020,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I104_S001,I104,D036,NR046,S001,Oceania,New Zealand,V16S03,2020,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I105_S001,I105,D036,NR045,S001,Oceania,New Zealand,V16S03,2020,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S002,I106,D037,NR048,S002,Asia,Japan,MiFish,2018,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S003,I106,D037,NR048,S003,Asia,Japan,MiFish,2018,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S004,I106,D037,NR048,S004,Asia,Japan,MiFish,2018,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S005,I106,D037,NR048,S005,Asia,Japan,MiFish,2018,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S006,I106,D037,NR048,S006,Asia,Japan,MiFish,2018,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S007,I106,D037,NR048,S007,Asia,Japan,MiFish,2018,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S008,I106,D037,NR048,S008,Asia,Japan,MiFish,2018,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S009,I106,D037,NR048,S009,Asia,Japan,MiFish,2018,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S010,I106,D037,NR048,S010,Asia,Japan,MiFish,2018,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S011,I106,D037,NR048,S011,Asia,Japan,MiFish,2018,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S012,I106,D037,NR048,S012,Asia,Japan,MiFish,2018,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S013,I106,D037,NR048,S013,Asia,Japan,MiFish,2018,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S014,I106,D037,NR048,S014,Asia,Japan,MiFish,2018,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S015,I106,D037,NR048,S015,Asia,Japan,MiFish,2018,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I106_S016,I106,D037,NR048,S016,Asia,Japan,MiFish,2018,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S001,I107,D037,NR048,S001,Asia,Japan,MiFish,2018,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S002,I107,D037,NR048,S002,Asia,Japan,MiFish,2018,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S003,I107,D037,NR048,S003,Asia,Japan,MiFish,2018,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S004,I107,D037,NR048,S004,Asia,Japan,MiFish,2018,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S005,I107,D037,NR048,S005,Asia,Japan,MiFish,2018,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S006,I107,D037,NR048,S006,Asia,Japan,MiFish,2018,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S007,I107,D037,NR048,S007,Asia,Japan,MiFish,2018,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S008,I107,D037,NR048,S008,Asia,Japan,MiFish,2018,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S009,I107,D037,NR048,S009,Asia,Japan,MiFish,2018,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S010,I107,D037,NR048,S010,Asia,Japan,MiFish,2018,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S011,I107,D037,NR048,S011,Asia,Japan,MiFish,2018,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S012,I107,D037,NR048,S012,Asia,Japan,MiFish,2018,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S013,I107,D037,NR048,S013,Asia,Japan,MiFish,2018,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S014,I107,D037,NR048,S014,Asia,Japan,MiFish,2018,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S015,I107,D037,NR048,S015,Asia,Japan,MiFish,2018,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I107_S016,I107,D037,NR048,S016,Asia,Japan,MiFish,2018,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S001,I108,D037,NR048,S001,Asia,Japan,MiFish,2018,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S002,I108,D037,NR048,S002,Asia,Japan,MiFish,2018,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S003,I108,D037,NR048,S003,Asia,Japan,MiFish,2018,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S004,I108,D037,NR048,S004,Asia,Japan,MiFish,2018,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S005,I108,D037,NR048,S005,Asia,Japan,MiFish,2018,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S006,I108,D037,NR048,S006,Asia,Japan,MiFish,2018,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S007,I108,D037,NR048,S007,Asia,Japan,MiFish,2018,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S008,I108,D037,NR048,S008,Asia,Japan,MiFish,2018,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S009,I108,D037,NR048,S009,Asia,Japan,MiFish,2018,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S010,I108,D037,NR048,S010,Asia,Japan,MiFish,2018,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S011,I108,D037,NR048,S011,Asia,Japan,MiFish,2018,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S012,I108,D037,NR048,S012,Asia,Japan,MiFish,2018,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S013,I108,D037,NR048,S013,Asia,Japan,MiFish,2018,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S014,I108,D037,NR048,S014,Asia,Japan,MiFish,2018,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S015,I108,D037,NR048,S015,Asia,Japan,MiFish,2018,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I108_S016,I108,D037,NR048,S016,Asia,Japan,MiFish,2018,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S001,I109,D037,NR048,S001,Asia,Japan,MiFish,2019,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S002,I109,D037,NR048,S002,Asia,Japan,MiFish,2019,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S003,I109,D037,NR048,S003,Asia,Japan,MiFish,2019,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S004,I109,D037,NR048,S004,Asia,Japan,MiFish,2019,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S005,I109,D037,NR048,S005,Asia,Japan,MiFish,2019,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S006,I109,D037,NR048,S006,Asia,Japan,MiFish,2019,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S007,I109,D037,NR048,S007,Asia,Japan,MiFish,2019,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S008,I109,D037,NR048,S008,Asia,Japan,MiFish,2019,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S009,I109,D037,NR048,S009,Asia,Japan,MiFish,2019,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S010,I109,D037,NR048,S010,Asia,Japan,MiFish,2019,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S011,I109,D037,NR048,S011,Asia,Japan,MiFish,2019,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S012,I109,D037,NR048,S012,Asia,Japan,MiFish,2019,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S013,I109,D037,NR048,S013,Asia,Japan,MiFish,2019,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S014,I109,D037,NR048,S014,Asia,Japan,MiFish,2019,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S015,I109,D037,NR048,S015,Asia,Japan,MiFish,2019,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I109_S016,I109,D037,NR048,S016,Asia,Japan,MiFish,2019,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S001,I110,D037,NR048,S001,Asia,Japan,MiFish,2019,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S002,I110,D037,NR048,S002,Asia,Japan,MiFish,2019,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S003,I110,D037,NR048,S003,Asia,Japan,MiFish,2019,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S004,I110,D037,NR048,S004,Asia,Japan,MiFish,2019,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S005,I110,D037,NR048,S005,Asia,Japan,MiFish,2019,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S006,I110,D037,NR048,S006,Asia,Japan,MiFish,2019,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S007,I110,D037,NR048,S007,Asia,Japan,MiFish,2019,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S008,I110,D037,NR048,S008,Asia,Japan,MiFish,2019,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S009,I110,D037,NR048,S009,Asia,Japan,MiFish,2019,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S010,I110,D037,NR048,S010,Asia,Japan,MiFish,2019,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S011,I110,D037,NR048,S011,Asia,Japan,MiFish,2019,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S012,I110,D037,NR048,S012,Asia,Japan,MiFish,2019,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S013,I110,D037,NR048,S013,Asia,Japan,MiFish,2019,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S014,I110,D037,NR048,S014,Asia,Japan,MiFish,2019,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S015,I110,D037,NR048,S015,Asia,Japan,MiFish,2019,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I110_S016,I110,D037,NR048,S016,Asia,Japan,MiFish,2019,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
